NatEmis	Datayear	Province	ProvinceCD	Official_Institution_Name	Status	Sector	Type_DoE	Phase_PED	Specialisation	Full Service School	EIDistrict	EICircuit	Owner_Land	Owner_Buildings	ExDept	Persal_PaypointNo	Persal_ComponentNo	ExamNo	ExamCentre	GIS_Longitude	GIS_Latitude	DMunName	LMunName	Ward_ID	SP_Code	SP_Name	Addressee	Township_Village	Suburb	Town_City	StreetAddress	PostalAddress	Telephone	Section21	Section21_Function	Quintile	NAS	NodalArea	Registration_Date	NoFeeSchool	Urban_Rural	Allocation	DemarcationFrom	DemarcationTo	OldNATEMIS	NewNATEMIS	Learners2024	Educators2024
500131942	2024	KZN	5	EMBETHA SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt Education	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	312440	350027	5111305	EMBETHA SECONDARY SCHOOL	32.6576	-27.4758	Umkhanyakude	Umhlabuyalingana Local Municipality	52701003	53207014	THUNGWINI	MS K NTULI	99	MBAZWANA	99	OTHUNGWINI AREA,MBAZWANA,3974		795798877	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500131942	500131942	176	5
500131979	2024	KZN	5	EMBIZENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	202080	310015	5211307	EMBIZENI HIGH SCHOOL	30.1641	-28.4638	Uthukela	Alfred Duma Local Municipality	52308033	51509000	NONE	MR T MABELE	99	WASBANK	99	2714 EKUVUKENI,WASBANK,LADYSMITH,3370		839560122	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500131979	500131979	533	22
500132016	2024	KZN	5	EMBIZWENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umlazi		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	342080	170004	5411404	EMBIZWENI SECONDARY SCHOOL	30.8948	-29.946	eThekwini	Ethekwini Metropolitan Municipality	59500079	57288037	UMLAZI F	MR M KHUBONE	99	PO UMLAZI	99	689 F,UMLAZI,DURBAN,4060		319062233	No	NONE	Q2	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500132016	500132016	1259	40
500132349	2024	KZN	5	EMCHAKWENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	241140	230020	5111153	EMCHAKWENI HIGH SCHOOL	32.2821	-28.2085	Umkhanyakude	Mtubatuba Local Municipality	52705019	53505013	MFEKAYI	MR M MTHETHWA	99	MTUBATUBA	99	MPUKUNYONI TRIBAL AUTHORITY,MTUBATUBA,3935		734118380	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500132349	500132349	959	28
500132534	2024	KZN	5	EMFUNDWENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Amajuba		Trust Land	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	141110	320019	5213105	EMFUNDWENI HIGH SCHOOL	30.1977	-27.8877	Amajuba	Dannhauser Local Municipality	52504013	52606016	IMFUNDWENI	MR T STUART	99	DANNHAUSER	99	THIRST FARM,DANNHAUSER,3080		828415205	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500132534	500132534	1015	31
500132830	2024	KZN	5	EMHLWANENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Trust Land	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	202010	310017	5211402	EMHLWANENI HIGH SCHOOL	29.6982	-28.3459	Uthukela	Alfred Duma Local Municipality	52308019	51401003	DRIEFONTEIN	MR L MAZIBUKO	99	AND CLINIC	99	MADEVU STORE AREA,DRIEFONTEIN,LADYSMITH,3370		767309156	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500132830	500132830	1260	40
500132867	2024	KZN	5	EMINYEZANENI SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umgungundlovu		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	52708		5311211	EMINYEZANENI SENIOR SECONDARY SCHOOL	30.0141	-29.2196	Umgungundlovu	Mpofana Local Municipality	52203003	50902001	BRUNTVILLE	MADLALA	99	BRUNTVILLE	99	MABELE STREET,MOOI RIVER,MOOIRIVER,3300		332631245	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500132867	500132867	934	23
500132978	2024	KZN	5	EMKHAMO PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umzinyathi		Govt Education	Govt Education	HOUSE OF REPRESENTATIVES(HOR)	221730	221730	5212253	EMKHAMO PRIMARY SCHOOL	30.321	-28.6798	Umzinyathi	Msinga Local Municipality	52404003	52209009	PHALAFINI	MR M MBATHA	99	99	99	MSINGA HIGH ROAD,PARAFFIN AREA,TUGELA FERRY,3010		781509369	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500132978	500132978	572	17
500133126	2024	KZN	5	EMKHOMBE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Trust Land	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	152320	350017	5112204	EMKHOMBE HIGH SCHOOL	31.457	-27.8949	Zululand	Ulundi Local Municipality	52606001	53102035	OMBIMBINI	MR S MAPHISA	99	VIA OSUTHU ROYAL PALACE	99	OMBIBINI RESERVE,NONGOMA,3950		725334789	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500133126	500133126	519	11
500133681	2024	KZN	5	EMONDINI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	392290	240026	5113415	EMONDINI HIGH SCHOOL	31.7481	-28.5931	King Cetshwayo	uMhlathuze Local Municipality	52802033	53901001	NTAMBANANA	MS P MSOMI	99	AT BHUCANANA	99	BHUCHANANA RESERVE,EMPANGENI,3880		784599337	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500133681	500133681	645	21
500133755	2024	KZN	5	EMOYENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Church	Church	KWAZULU NATAL EDUCATION DEPARTMENT	250101	250101	5113203	EMOYENI HIGH SCHOOL	31.6537	-28.9802	King Cetshwayo	uMlalazi Local Municipality	52804019	54022011	SABEKA	MS N MCHUNU	99	ESABEKA  RESERVE	99	NZUZA TRIBAL AUTHORITY,GINGINDLOVU,3800		716578521	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500133755	500133755	439	11
500133866	2024	KZN	5	EMPANGENI  HIGH  SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	HOUSE OF ASSEMBLY(HOA)	70759	73220	5113416	EMPANGENI  HIGH  SCHOOL	31.895	-28.7567	King Cetshwayo	uMhlathuze Local Municipality	52802023	53803002	FAIR VIEW	MR S ZWANE	99	EMPANGENI	99	FRANK BULL STREET,FAIRVIEW,EMPANGENI,3880		357726749	No	NONE	Q5	99	99	1/3/1900	Fee Charging	RURAL	99	KZN	KZN	500133866	500133866	1306	69
500134014	2024	KZN	5	EMPATHE COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umzinyathi		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	54504	53503	N/A	N/A	30.2359	-28.1836	Umzinyathi	Endumeni Local Municipality	52401005	51904000	NONE	MR B MKHONTO	SIBONGILE TOWNSHIP	SIBONGILE LOCATION	99	CORNER LANGA AND SIBISI STREET,SIBONGILE TOWNSHIP,DUNDEE,3000		838059744	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500134014	500134014	908	28
500134199	2024	KZN	5	EMPILWENI HIGH  SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	162640	360244	5112306	EMPILWENI HIGH  SCHOOL	31.7996	-27.8149	Zululand	Nongoma Local Municipality	52605005	53001030	KWATOYISA	MR V MBATHA	99	99	99	MANDLAKAZI TRIBAL AUTHORITY,MSEBEAREA,NONGOMA,3950		838721399	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500134199	500134199	710	23
500134643	2024	KZN	5	EMSIZINI PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umzinyathi		Govt Education	Govt Education	HOUSE OF REPRESENTATIVES(HOR)	221820	221820	N/A	N/A	30.5473	-28.7531	Umzinyathi	Msinga Local Municipality	52404014	52212006	OTHAME	MR D PHUNGULA	99	99	99	DUNDEE TUGELA ROAD,OTHAME AREA,TUGELA FERRY,3010		761619930	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500134643	500134643	469	16
500134939	2024	KZN	5	EMTHONJENIWOLWAZI  HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	54150	53301	5211210	EMTHONJENIWOLWAZI  HIGH SCHOOL	29.7356	-29.053	Uthukela	Inkosi Langalibalele Local Municipality	52307015	51809000	NONE	MLOTSHWA	ZWELISHA	99	99	ZWELISHA LOCATION,ZWELISHA,ZWELITSHA,ESCOURT,3310		363538320	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500134939	500134939	675	18
500134976	2024	KZN	5	EKUKHULENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	202230	310009	5211305	EKUKHULENI SECONDARY SCHOOL	29.9199	-28.6104	Uthukela	Alfred Duma Local Municipality	52308003	51404000	NONE	MR D SHEZI	99	EZAKHENI	99	2221 B SECTION,EZAKHENI B,EZAKHENI,3381		363479002	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500134976	500134976	1257	36
500135013	2024	KZN	5	EMTHULASIZWE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	251860	230158	5111105	EMTHULASIZWE HIGH SCHOOL	32.1076	-28.2944	Umkhanyakude	Mtubatuba Local Municipality	52705014	53505017	MYEKI	MS N MWELASE	KWAMYEKI AREA	99	99	MPUKUNYONI TRIBAL AUTHORITY,KWAMYEKI AREA,MTUBATUBA,3935		828353798	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500135013	500135013	299	11
500135050	2024	KZN	5	EMTHUNGWENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	282330	340025	5113308	EMTHUNGWENI HIGH SCHOOL	31.0426	-28.8269	King Cetshwayo	Nkandla Local Municipality	52806013	54206002	MTHUNGENI	MR S NTANZI	KWAMANGWAZA AREA	MAGWAZA TRIBAL AREA	99	MTHUNGWENI AREA,KWAMANGWAZA AREA,EMPANGENI,3880		794575964	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500135050	500135050	324	9
500135161	2024	KZN	5	EMTSHEZI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	92110	135161	5211211	EMTSHEZI HIGH SCHOOL	29.6898	-29.1125	Uthukela	Inkosi Langalibalele Local Municipality	52307013	51808002	EDASHI	MR D MPANGASE	99	NTABAMHLOPHE	99	EMHLUNGWINI TRIBAL AUTHORITY,KWAMDABA,ESCOURT,3310		823864351	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500135161	500135161	517	17
500135383	2024	KZN	5	EMXHAKENI COMBINED PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Amajuba		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53602	53520	N/A	N/A	30.2278	-27.7685	Amajuba	Emadlangeni Local Municipality	52503003	52501003	UTRECHT NU	MR K RADEBE	WATERVAL FARM	WATERVAL  FARM	99	WATERVAL FARM,UTRECHT,NEWCASTLE,2980		824276708	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500135383	500135383	245	8
500135420	2024	KZN	5	EMZAMWENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umgungundlovu		Trust Land	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	192060	192060	5311404	EMZAMWENI HIGH SCHOOL	30.2414	-29.6544	Umgungundlovu	The Msunduzi Local Municipality	52205005	51104012	KWAMNYANDU	NGUBANE	99	KWAMNYANDU	99	KWAMNYANDU LOCATION,PIETERMARITZBURG,3200		335055996	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500135420	500135420	2053	60
500135531	2024	KZN	5	ENALENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umlazi		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	341390	170005	5411405	ENALENI HIGH SCHOOL	30.9301	-29.9569	eThekwini	Ethekwini Metropolitan Municipality	59500076	57211002	BAYVIEW	MR B HLOPHE	99	NTOKOZWENI	99	1298 V BLOCK,UMLAZI,DURBAN,4066		739448139	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500135531	500135531	1092	36
500135827	2024	KZN	5	ENDAKANE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	202030	310018	5211308	ENDAKANE HIGH SCHOOL	29.908	-28.632	Uthukela	Alfred Duma Local Municipality	52308005	51404002	EZAKHENI C	MR J MAZIBUKO	99	EZAKHENI	99	1 C BLOCK,EZAKHENI C,LADYSMITH,3381		342050013	No	NONE	Q3	99	99	1/3/1900	No Fee	URBAN	99	KZN	KZN	500135827	500135827	796	20
500135975	2024	KZN	5	ENDLOVUKAZI HIGH  SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Zululand		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	500162530	500360	5112307	ENDLOVUKAZI HIGH  SCHOOL	31.723	-28.017	Zululand	Nongoma Local Municipality	52605010	53001061	NDOLOLWANE	MS B MASONDO	99	KWAMSHENGU	99	EKUVUKENI RESERVE,EKUVUKENI,NONGOMA,3950		848276453	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500135975	500135975	99	10
500136086	2024	KZN	5	ENDOMUKA INTERMEDIATE	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Zululand		Farm	Govt Education	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53146	55118	N/A	N/A	30.7615	-27.7029	Zululand	Abaqulusi Local Municipality	52603007	52901003	VRYHEID NU	MS C MTEMBU	BLOEMVELD FARM	VRYHEID	99	GROOTGELUK FARM,BLOEMVELD FARM,VRYHEID,3100		833563451	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500136086	500136086	47	7
500136641	2024	KZN	5	ENGQONDWENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	202190	136641	5211309	ENGQONDWENI HIGH SCHOOL	30.2748	-28.4445	Uthukela	Alfred Duma Local Municipality	52308035	51506003	DIVAL	MR S MBELE	99	WASBANK	99	DIVAL TRUST FARM,WASBANK,LADYSMITH,2920		342610853	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500136641	500136641	375	11
500136974	2024	KZN	5	ENHLANGWINI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Trust Land	Trust Land	NEW EDUCATION DEPARTMENT	392140	240032	5113418	ENHLANGWINI SECONDARY SCHOOL	31.857	-28.4873	King Cetshwayo	Mfolozi Local Municipality	52801012	53705015	MAHLAHUVA	MS G MLOTSHWA	99	WARD 12	99	EFUYENI RESERVE,ZSM INDUSTRIAL,EMPANGENI,3880		659461491	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500136974	500136974	272	8
500137011	2024	KZN	5	ENHLANGWINI PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Zululand		Trust Land	Govt Education	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53329	55315	N/A	N/A	31.2347	-27.625	Zululand	Abaqulusi Local Municipality	52603001	52901001	NGOTSHE NU	ZULU	99	99	99	69 MOOIKLIP FARM,MOOIKLIP,LOUWSBURG,3150		349075264	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500137011	500137011	213	9
500137048	2024	KZN	5	ENHLANHLENI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	Yes	Harry Gwala		Church	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	5036056212	54446	5313306	ENHLANHLENI COMBINED SCHOOL	29.613	-29.7919	Harry Gwala	Dr Nkosazana Dlamini Zuma Local Municipality	54306002	54804001	UNDERBERG NU	MR T KHUMALO	99	EMAKHOLWENI AREA	99	PEVENSEY PLACE,EMAKHOLWENI,UNDERBERG,3257		763409906	No	NONE	Q3	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500137048	500137048	334	14
500137233	2024	KZN	5	ENHLOPHENI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umzinyathi		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53212	55203	5212338	ENHLOPHENI COMBINED SCHOOL	31.0176	-28.1988	Umzinyathi	Nqutu Local Municipality	52402005	53114009	VRYHEID NU	MR B NDIMANDE	99	99	99	34 R ENHLOPHENI AREA,VRYHEID EAST,VRYHEID,3100		769415584	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500137233	500137233	275	8
500137344	2024	KZN	5	ENHLUBE COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	King Cetshwayo		Govt Education	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	391040	240033	N/A	N/A	31.5784	-28.6447	King Cetshwayo	Mthonjaneni Local Municipality	52805010	53902017	MPEVU	MS T NTSHANGASE	99	MTHONJANENI MUNICIPALITY	99	NOMPONJANA RESERVE,MELMOTH,3635		827296513	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500137344	500137344	437	19
500138084	2024	KZN	5	ENQABENI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Zululand		Trust Land	Trust Land	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53118	55113	5112106	ENQABENI COMBINED SCHOOL	31.1094	-27.8785	Zululand	Abaqulusi Local Municipality	52603005	52901003	VRYHEID NU	MS P MASONDO	99	CEZA	99	274 P LANGKRANS AREA,VRYHEID EAST,VRYHEID,3100		631338947	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500138084	500138084	590	20
500138343	2024	KZN	5	ENTEMBENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	392340	240036	5113419	ENTEMBENI SECONDARY SCHOOL	31.4222	-28.7063	King Cetshwayo	Mthonjaneni Local Municipality	52805006	54102003	EKUTHULENI	MR R BLOSE	99	MELMOTH	99	NDUNDULU NKWALINI FONTEIN CAFÉ,MELMOTH,3835		824842409	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500138343	500138343	396	12
500138528	2024	KZN	5	ENTONJENI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Uthukela		Trust Land	Trust Land	KWAZULU NATAL EDUCATION DEPARTMENT	202150	310022	5211403	ENTONJENI HIGH SCHOOL	29.6487	-28.3392	Uthukela	Alfred Duma Local Municipality	52308019	51401006	KLEINFONTEIN	MR S MAZIBUKO	99	99	99	KLEINFONTEIN,DRIEFONTEIN,LADYSMITH,3370		366319049	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500138528	500138528	541	17
500138972	2024	KZN	5	ENYANYENI PRIMARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Umzinyathi		Govt	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	54517	54517	5212121	ENYANYENI PRIMARY SCHOOL	30.3684	-28.1755	Umzinyathi	Endumeni Local Municipality	52401005	51902001	DUNDEE NU	MS A MSIMANG	99	DUNDEE	99	MALUNJENI STATION ON NQUTHU,NQUTHU,DUNDEE,3000		781398515	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500138972	500138972	237	9
500139009	2024	KZN	5	ENYATHI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Zululand		Govt Education	Govt Education	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53119	55114	N/A	N/A	31.0615	-27.8271	Zululand	Abaqulusi Local Municipality	52603005	52905000	NONE	MR V SIKHONDE	99	BLOEMENDAL VILLAGE	99	BLOEMENDAL ROAD,VRYHEID,3114		733593644	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500139009	500139009	671	21
500139194	2024	KZN	5	ENZIMANE COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Amajuba		Church	Govt	DEPARTMENT OF EDUCATION AND TRAINING(DET)	53432	55410	5213106	ENZIMANE COMBINED SCHOOL	30.5325	-27.6425	Amajuba	Emadlangeni Local Municipality	52503001	52501003	UTRECHT NU	MS S SITHOLE	ZOETMELK FARM	99	99	ZOETMELK COALLIERY FARM,UTRECHT,2980		818331467	No	NONE	Q2	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500139194	500139194	331	16
500139305	2024	KZN	5	EPWORTH SECONDARY SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umgungundlovu				KWAZULU NATAL EDUCATION DEPARTMENT	99	99	N/A	N/A	30.402	-29.6303	Umgungundlovu	The Msunduzi Local Municipality	52205037	51109015	EPWORTH	MR R WHITE	99	SCOTTSVILLE	99	95 GOLF ROAD,SCOTTSVILLE,PIETERMARITZBURG,3209		338462500	No	NONE	99	99	99	1/3/1900	99	URBAN	99	KZN	KZN	500139305	500139305	349	28
500139416	2024	KZN	5	EQAKWINI  HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umkhanyakude		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	242180	230024	5111106	EQAKWINI  HIGH SCHOOL	32.318	-28.1492	Umkhanyakude	Mtubatuba Local Municipality	52705023	53408001	HLABISA NU	MS Y MBHELE	99	99	99	EQAKWINI RESERVE,QAKWINI AREA,MTUBATUBA,3935		795734995	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500139416	500139416	601	22
500139453	2024	KZN	5	EQHWENI COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	Uthukela		Govt	Govt	KWAZULU NATAL EDUCATION DEPARTMENT	91510	300028	N/A	N/A	29.5172	-29.0696	Uthukela	Inkosi Langalibalele Local Municipality	52307001	51802006	ENGODINI	MR B SITHOLE	99	99	99	ENGODINI AREA,LOSKOP,ESCOURT,3330		726131408	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500139453	500139453	676	22
500139749	2024	KZN	5	ESETHU HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	Umzinyathi		Govt Education	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	222260	290028	5212210	ESETHU HIGH SCHOOL	30.5928	-28.5332	Umzinyathi	Msinga Local Municipality	52404020	52215015	MAZABEKO	MR M NDLELA	99	P O ELEANDSKRAAL	99	365 D SECTION,MSINGA,POMEROY,3017		837878563	No	NONE	Q1	99	99	1/3/1900	No Fee	RURAL	99	KZN	KZN	500139749	500139749	346	11
500139823	2024	KZN	5	ESHOWE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	King Cetshwayo		State	Govt Education	KWAZULU NATAL EDUCATION DEPARTMENT	70815	73740	5113105	ESHOWE HIGH SCHOOL	31.4599	-28.8909	King Cetshwayo	uMlalazi Local Municipality	52804011	54008001	DLINZA	MR E CURTIS	99	99	99	25 STEPHEN OFFER TERRACE,ESHOWE,3815		354742117	No	NONE	Q4	99	99	1/3/1900	Fee Charging	RURAL	99	KZN	KZN	500139823	500139823	736	37
500139897	2024	KZN	5	ESHOWE CHRISTIAN SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	King Cetshwayo		Church	Church	N/A	99	99	N/A	N/A	31.46162	-28.88936	King Cetshwayo	uMlalazi Local Municipality	52804011	99	99	MS G DUNN	99	ESHOWE	99	99	99	354742846	99	99	99	99	99	99	99	99	0	KZN	KZN	500139897	500139897	28	8
